
  
   ID                                   | NAME                          | SLUG                          | STATUS | VERSION | UPDATED_AT (UTC)    
  --------------------------------------|-------------------------------|-------------------------------|--------|---------|---------------------
   36ce94cb-4daf-45b7-8b34-eb7a17f5d4a8 | generate-with-ai              | generate-with-ai              | ACTIVE | 301     | 2025-07-07 09:30:18 
   9170bfd2-6d12-4108-bd5a-3f71aa372304 | notifications                 | notifications                 | ACTIVE | 54      | 2025-06-27 04:09:16 
   6d512a5d-4ef0-4cae-8a16-7f9ceaa841ed | update-profiles-schema        | update-profiles-schema        | ACTIVE | 273     | 2025-07-07 09:30:18 
   b2c568bd-69f4-4130-bb18-0de8df344b06 | exec-sql                      | exec-sql                      | ACTIVE | 271     | 2025-07-07 09:30:18 
   aec6d80e-3585-42ae-99af-97673dfbf4b1 | automation-executor           | automation-executor           | ACTIVE | 271     | 2025-07-07 09:30:18 
   bdc1e065-de68-4feb-9a49-e39e48b68733 | reports-run                   | reports-run                   | ACTIVE | 265     | 2025-07-07 09:30:18 
   e0991a5e-dd5d-445e-b8c2-bd6d10b4e289 | reports-templates             | reports-templates             | ACTIVE | 265     | 2025-07-07 09:30:18 
   96a6269f-6a25-4308-82a2-c239ef6b1e6b | intelligent-ai-assistant      | intelligent-ai-assistant      | ACTIVE | 247     | 2025-07-07 09:30:18 
   fe8f1fa5-ab40-4bf2-87ba-63effc1ed3bf | get-ai-call-analytics         | get-ai-call-analytics         | ACTIVE | 235     | 2025-07-07 09:30:18 
   1d13b184-da7a-4c9e-bb7d-8b74c3ff0f79 | manage-ai-dispatcher          | manage-ai-dispatcher          | ACTIVE | 235     | 2025-07-07 09:30:18 
   0caa9225-f225-4bc6-968e-09eb3d184c33 | handle-ai-voice-call          | handle-ai-voice-call          | ACTIVE | 234     | 2025-07-07 09:30:18 
   00c5292e-1282-4cb9-badd-9855a721f849 | process-ai-speech             | process-ai-speech             | ACTIVE | 234     | 2025-07-07 09:30:18 
   7ad605dd-5955-481c-a846-ded5bdcd105d | send-contact-email            | send-contact-email            | ACTIVE | 40      | 2025-05-29 17:16:36 
   fbd98e20-d333-4ae4-8e7e-c1274868ea6c | setup-ai-dispatcher-number    | setup-ai-dispatcher-number    | ACTIVE | 221     | 2025-07-07 09:30:18 
   568eef12-de65-4cb8-8a9d-7683a5dd08a5 | realtime-voice-dispatch       | realtime-voice-dispatch       | ACTIVE | 217     | 2025-07-07 09:30:18 
   1d90dcac-d953-4150-8337-08586ad6df24 | telnyx-phone-numbers          | telnyx-phone-numbers          | ACTIVE | 218     | 2025-07-07 09:30:18 
   fc5dfe92-0c00-4d24-8d16-3dad99de9da9 | telnyx-voice-webhook          | telnyx-voice-webhook          | ACTIVE | 214     | 2025-07-07 09:30:18 
   8764484b-8348-4e6b-8ba4-7a1aeda6f1c5 | mailgun-webhook               | mailgun-webhook               | ACTIVE | 210     | 2025-07-07 09:30:18 
   027bc00c-a129-4f78-8d39-221710e3f54a | manage-mailgun-domains        | manage-mailgun-domains        | ACTIVE | 209     | 2025-07-07 09:30:18 
   a176e622-5377-40bb-a8de-9e20afc4aa87 | track-email-open              | track-email-open              | ACTIVE | 198     | 2025-07-07 09:30:18 
   688340f8-e535-4621-b627-2488805c0ab2 | manage-phone-numbers          | manage-phone-numbers          | ACTIVE | 146     | 2025-07-07 09:30:18 
